TransactionID,Date,AccountID,TransactionType,Amount
T000602,2021-01-25,A002,Deposit,122
T000603,2021-01-06,A002,Deposit,-3124
T000604,2023-05-13,A001,Deposit,5759
T000605,2023-09-18,A001,Withdrawal,-4378
T000606,2022-04-22,A002,Deposit,1347
T000607,2021-12-06,A004,Withdrawal,3201
T000608,2021-07-28,A001,Withdrawal,19
T000609,2023-08-22,A001,Deposit,-4418
T000610,2022-05-24,A003,Withdrawal,-2571
T000611,2022-07-05,A004,Deposit,7089
T000612,2022-07-19,A001,Deposit,-3606
T000613,2022-10-03,A004,Deposit,4694
T000614,2023-04-04,A002,Withdrawal,-3633
T000615,2022-07-25,A004,Withdrawal,-1706
T000616,2021-09-13,A003,Withdrawal,6475
T000617,2024-01-26,A002,Withdrawal,-3521
T000618,2021-12-15,A001,Deposit,-4114
T000619,2022-10-21,A001,Deposit,6722
T000620,2023-09-12,A004,Deposit,5210
T000621,2021-05-27,A002,Deposit,-450
T000622,2024-01-04,A003,Deposit,275
T000623,2021-02-14,A002,Deposit,-502
T000624,2022-09-01,A001,Deposit,295
T000625,2023-08-04,A004,Deposit,-926
T000626,2021-12-31,A004,Withdrawal,9569
T000627,2023-01-10,A004,Withdrawal,3944
T000628,2021-06-27,A002,Withdrawal,1231
T000629,2022-01-20,A004,Withdrawal,8688
T000630,2022-01-17,A004,Deposit,1471
T000631,2021-12-01,A002,Deposit,-2823
T000632,2021-08-28,A001,Deposit,7249
T000633,2022-11-03,A003,Deposit,-2692
T000634,2023-03-04,A002,Deposit,-4549
T000635,2023-04-26,A001,Deposit,2964
T000636,2022-04-02,A001,Deposit,6375
T000637,2022-09-16,A002,Deposit,8198
T000638,2023-03-18,A001,Withdrawal,5815
T000639,2023-10-07,A002,Withdrawal,4744
T000640,2021-10-24,A002,Withdrawal,5563
T000641,2021-07-26,A004,Deposit,9051
T000642,2021-07-28,A004,Withdrawal,5492
T000643,2021-12-28,A002,Withdrawal,9074
T000644,2023-08-18,A002,Withdrawal,7672
T000645,2023-03-05,A004,Withdrawal,6091
T000646,2022-08-30,A003,Deposit,-2570
T000647,2022-11-08,A003,Withdrawal,-4337
T000648,2023-12-15,A004,Deposit,1735
T000649,2022-10-26,A004,Deposit,995
T000650,2021-12-29,A004,Withdrawal,5192
T000651,2021-05-19,A004,Deposit,9085
T000652,2024-03-12,A004,Deposit,699
T000653,2023-01-10,A004,Withdrawal,9785
T000654,2022-07-13,A003,Deposit,9400
T000655,2023-10-19,A002,Deposit,3969
T000656,2023-11-26,A004,Deposit,6113
T000657,2022-10-07,A001,Deposit,-4260
T000658,2021-08-26,A002,Withdrawal,5330
T000659,2021-01-31,A003,Withdrawal,1888
T000660,2022-09-27,A002,Withdrawal,8605
T000661,2022-01-06,A001,Withdrawal,1818
T000662,2024-01-27,A002,Deposit,-4846
T000663,2021-05-18,A002,Withdrawal,-3130
T000664,2024-04-13,A003,Deposit,3267
T000665,2023-01-05,A004,Withdrawal,2707
T000666,2021-05-03,A002,Withdrawal,-4288
T000667,2023-04-29,A002,Deposit,9007
T000668,2023-03-17,A001,Withdrawal,6172
T000669,2021-09-17,A002,Deposit,3410
T000670,2021-04-22,A004,Withdrawal,7457
T000671,2021-01-01,A003,Deposit,6810
T000672,2023-03-30,A004,Withdrawal,-2157
T000673,2021-02-25,A001,Withdrawal,-4334
T000674,2022-04-19,A002,Withdrawal,3014
T000675,2021-11-03,A003,Deposit,-2940
T000676,2023-06-23,A004,Deposit,-2102
T000677,2023-12-19,A004,Deposit,411
T000678,2022-06-16,A002,Withdrawal,-1961
T000679,2021-10-09,A001,Deposit,6237
T000680,2022-01-25,A003,Deposit,6401
T000681,2022-12-06,A003,Deposit,1432
T000682,2023-01-11,A001,Withdrawal,5029
T000683,2021-02-25,A001,Withdrawal,4929
T000684,2023-05-10,A002,Withdrawal,-659
T000685,2024-03-04,A002,Withdrawal,7956
T000686,2023-12-22,A002,Deposit,4244
T000687,2022-06-23,A003,Withdrawal,703
T000688,2023-10-24,A004,Withdrawal,6297
T000689,2021-05-10,A003,Deposit,-1009
T000690,2023-08-08,A001,Withdrawal,6981
T000691,2022-02-20,A001,Withdrawal,-3572
T000692,2024-02-26,A002,Withdrawal,803
T000693,2022-08-17,A001,Withdrawal,-2703
T000694,2021-09-25,A001,Deposit,1984
T000695,2021-12-26,A003,Deposit,7572
T000696,2021-02-21,A004,Deposit,-751
T000697,2022-07-11,A004,Deposit,1688
T000698,2021-05-30,A002,Deposit,6411
T000699,2021-12-16,A004,Withdrawal,9406
T000700,2022-02-01,A001,Withdrawal,-4936
T000701,2023-07-07,A001,Withdrawal,8687
T000702,2023-05-02,A004,Withdrawal,485
T000703,2021-08-19,A002,Deposit,9577
T000704,2022-02-06,A001,Deposit,4389
T000705,2022-11-10,A003,Withdrawal,1415
T000706,2022-04-18,A004,Withdrawal,6268
T000707,2022-07-21,A003,Withdrawal,9490
T000708,2022-12-06,A003,Deposit,5258
T000709,2023-07-25,A004,Deposit,-1455
T000710,2021-11-08,A003,Withdrawal,9121
T000711,2023-05-30,A001,Deposit,-1269
T000712,2021-11-18,A002,Deposit,-3907
T000713,2021-06-17,A001,Withdrawal,1505
T000714,2023-09-13,A003,Withdrawal,8852
T000715,2021-05-05,A004,Withdrawal,-2284
T000716,2021-06-08,A002,Deposit,3135
T000717,2022-09-01,A002,Deposit,-4740
T000718,2022-09-20,A001,Withdrawal,286
T000719,2023-11-15,A001,Deposit,-4011
T000720,2022-07-29,A001,Deposit,6713
T000721,2023-08-06,A001,Withdrawal,8688
T000722,2022-11-07,A004,Deposit,1327
T000723,2022-11-05,A001,Deposit,3057
T000724,2021-03-16,A002,Withdrawal,9985
T000725,2022-10-03,A004,Withdrawal,7754
T000726,2023-12-02,A003,Deposit,-2666
T000727,2021-09-08,A003,Withdrawal,7107
T000728,2021-04-14,A002,Deposit,5322
T000729,2023-04-27,A002,Withdrawal,-1246
T000730,2023-11-01,A004,Withdrawal,-3688
T000731,2023-05-30,A002,Deposit,5082
T000732,2022-10-28,A003,Withdrawal,6740
T000733,2021-12-22,A003,Withdrawal,3948
T000734,2024-04-09,A004,Withdrawal,-1323
T000735,2023-04-15,A003,Deposit,8030
T000736,2023-03-13,A004,Withdrawal,9252
T000737,2022-03-15,A004,Withdrawal,4087
T000738,2023-04-08,A002,Deposit,-90
T000739,2021-01-22,A003,Withdrawal,7045
T000740,2021-11-18,A001,Deposit,-4943
T000741,2022-02-14,A004,Withdrawal,-2437
T000742,2022-08-02,A004,Deposit,7704
T000743,2023-01-18,A001,Withdrawal,-480
T000744,2023-11-11,A001,Deposit,9514
T000745,2021-03-15,A003,Withdrawal,8520
T000746,2021-05-03,A003,Withdrawal,-792
T000747,2021-09-22,A003,Deposit,4403
T000748,2021-03-24,A002,Withdrawal,-1381
T000749,2023-01-22,A003,Withdrawal,-981
T000750,2022-09-30,A002,Withdrawal,-2487
T000751,2024-03-10,A002,Withdrawal,-3125
T000752,2022-11-10,A001,Withdrawal,1061
T000753,2022-02-24,A002,Withdrawal,3755
T000754,2023-03-13,A002,Withdrawal,7665
T000755,2021-12-26,A001,Withdrawal,1881
T000756,2021-02-16,A002,Deposit,-2623
T000757,2021-08-28,A002,Withdrawal,3881
T000758,2021-07-19,A004,Deposit,8358
T000759,2021-07-26,A002,Withdrawal,3313
T000760,2021-05-08,A004,Deposit,-832
T000761,2024-03-19,A001,Deposit,8613
T000762,2021-05-23,A003,Withdrawal,8306
T000763,2022-03-30,A002,Withdrawal,5159
T000764,2023-06-17,A004,Withdrawal,8450
T000765,2021-03-29,A001,Withdrawal,5911
T000766,2023-09-21,A003,Deposit,-2396
T000767,2024-02-22,A002,Deposit,2784
T000768,2022-11-09,A004,Withdrawal,-661
T000769,2024-03-30,A004,Deposit,7662
T000770,2023-09-16,A002,Withdrawal,125
T000771,2024-02-13,A004,Deposit,3888
T000772,2023-07-10,A003,Withdrawal,7967
T000773,2023-04-04,A003,Deposit,-1295
T000774,2022-09-08,A001,Deposit,1092
T000775,2023-04-27,A004,Deposit,7666
T000776,2024-03-10,A003,Deposit,8728
T000777,2023-10-12,A004,Withdrawal,-1746
T000778,2021-05-27,A002,Deposit,-3737
T000779,2023-12-15,A003,Withdrawal,-1370
T000780,2021-10-11,A002,Withdrawal,6981
T000781,2022-03-14,A003,Withdrawal,-308
T000782,2021-09-30,A003,Withdrawal,8527
T000783,2021-11-18,A001,Withdrawal,7405
T000784,2023-07-17,A003,Withdrawal,9349
T000785,2023-09-27,A003,Withdrawal,-2498
T000786,2022-07-08,A004,Deposit,-3014
T000787,2021-04-26,A003,Withdrawal,-4934
T000788,2023-04-04,A002,Deposit,-287
T000789,2021-03-22,A003,Withdrawal,5452
T000790,2023-07-29,A003,Withdrawal,1064
T000791,2021-05-14,A003,Deposit,9381
T000792,2023-04-16,A002,Deposit,-3257
T000793,2021-11-14,A001,Withdrawal,5485
T000794,2023-02-12,A002,Deposit,2214
T000795,2022-09-03,A004,Withdrawal,8572
T000796,2024-01-02,A002,Deposit,2624
T000797,2022-12-18,A004,Withdrawal,2346
T000798,2023-01-22,A002,Deposit,0
T000799,2021-09-19,A004,Withdrawal,9477
T000800,2023-03-02,A002,Deposit,-2577
T000801,2021-07-25,A001,Deposit,70
T000802,2023-04-01,A001,Deposit,2818
T000803,2022-02-05,A001,Deposit,-2809
T000804,2021-08-14,A002,Withdrawal,-2713
T000805,2022-01-07,A002,Withdrawal,-1648
T000806,2022-11-07,A001,Deposit,-498
T000807,2023-05-28,A003,Withdrawal,9882
T000808,2021-12-12,A001,Deposit,9708
T000809,2021-06-11,A003,Withdrawal,-1498
T000810,2023-11-20,A001,Deposit,8816
T000811,2023-12-05,A002,Withdrawal,-860
T000812,2022-08-20,A001,Withdrawal,4534
T000813,2022-08-28,A002,Withdrawal,5670
T000814,2023-05-08,A003,Withdrawal,-4550
T000815,2022-08-16,A003,Deposit,9596
T000816,2023-08-14,A001,Withdrawal,5995
T000817,2023-11-14,A002,Withdrawal,1102
T000818,2021-11-23,A003,Deposit,-4871
T000819,2023-04-20,A003,Withdrawal,1175
T000820,2023-08-19,A003,Deposit,-4732
T000821,2022-06-08,A004,Withdrawal,-1302
T000822,2022-10-18,A002,Withdrawal,7310
T000823,2021-02-07,A003,Deposit,6650
T000824,2021-12-12,A004,Withdrawal,5165
T000825,2022-11-11,A003,Withdrawal,-1341
T000826,2023-01-23,A004,Deposit,-3859
T000827,2021-08-29,A004,Deposit,4887
T000828,2021-08-02,A003,Withdrawal,4228
T000829,2021-03-21,A004,Deposit,-2867
T000830,2024-03-06,A003,Withdrawal,8724
T000831,2022-06-02,A003,Deposit,-4738
T000832,2021-12-09,A004,Withdrawal,49
T000833,2024-02-10,A001,Withdrawal,6961
T000834,2021-07-12,A002,Withdrawal,-4398
T000835,2022-11-21,A004,Withdrawal,-3316
T000836,2022-04-18,A003,Deposit,-1526
T000837,2023-01-24,A001,Withdrawal,8378
T000838,2021-11-04,A002,Deposit,-1390
T000839,2022-08-01,A001,Deposit,631
T000840,2022-11-04,A002,Withdrawal,8727
T000841,2021-09-15,A003,Withdrawal,-4211
T000842,2022-10-30,A004,Deposit,7344
T000843,2022-03-29,A002,Withdrawal,-2435
T000844,2021-01-09,A004,Withdrawal,-2908
T000845,2021-04-18,A001,Withdrawal,7518
T000846,2022-04-23,A004,Deposit,6403
T000847,2021-08-19,A003,Deposit,-2320
T000848,2022-12-13,A004,Deposit,-1566
T000849,2021-11-15,A002,Deposit,3213
T000850,2021-12-31,A001,Withdrawal,-1277
T000851,2024-02-29,A003,Withdrawal,3357
T000852,2022-09-25,A001,Withdrawal,6598
T000853,2023-07-12,A002,Deposit,8651
T000854,2021-02-22,A001,Deposit,7923
T000855,2021-11-10,A001,Withdrawal,4378
T000856,2021-09-22,A002,Withdrawal,7453
T000857,2021-08-21,A004,Deposit,1936
T000858,2023-10-15,A004,Deposit,6722
T000859,2021-04-22,A004,Withdrawal,2517
T000860,2023-05-19,A002,Deposit,2899
T000861,2021-05-01,A001,Deposit,207
T000862,2022-02-28,A004,Withdrawal,5176
T000863,2022-12-31,A004,Deposit,5650
T000864,2022-06-27,A001,Withdrawal,-1075
T000865,2021-07-10,A001,Withdrawal,9171
T000866,2022-03-05,A002,Withdrawal,7573
T000867,2023-07-24,A003,Withdrawal,-4472
T000868,2021-06-04,A001,Deposit,3600
T000869,2023-01-07,A002,Withdrawal,3638
T000870,2024-01-05,A002,Deposit,7585
T000871,2023-01-21,A001,Deposit,-4154
T000872,2023-12-18,A002,Deposit,7400
T000873,2022-08-02,A004,Deposit,9281
T000874,2023-01-23,A004,Deposit,3611
T000875,2022-07-22,A003,Deposit,5268
T000876,2021-01-05,A001,Deposit,3903
T000877,2021-12-26,A003,Withdrawal,4662
T000878,2022-04-05,A002,Withdrawal,6605
T000879,2022-01-26,A003,Deposit,-476
T000880,2021-11-10,A004,Withdrawal,5663
T000881,2023-01-17,A001,Withdrawal,-2037
T000882,2023-06-03,A003,Deposit,-3722
T000883,2022-08-29,A003,Deposit,9868
T000884,2022-05-04,A002,Withdrawal,-3591
T000885,2021-03-25,A002,Deposit,6755
T000886,2023-05-01,A003,Deposit,-250
T000887,2023-01-08,A001,Withdrawal,5830
T000888,2023-12-28,A003,Withdrawal,-3678
T000889,2021-06-04,A001,Withdrawal,-1249
T000890,2022-09-18,A003,Withdrawal,-4124
T000891,2022-07-27,A004,Deposit,412
T000892,2021-12-06,A002,Deposit,-39
T000893,2022-08-09,A004,Deposit,100
T000894,2023-09-15,A002,Deposit,-1825
T000895,2023-08-07,A001,Deposit,-1648
T000896,2022-10-29,A003,Deposit,-460
T000897,2023-08-27,A003,Withdrawal,-617
T000898,2023-09-09,A003,Deposit,7596
T000899,2023-09-07,A002,Withdrawal,2488
T000900,2023-06-10,A002,Withdrawal,-2268
T000901,2021-06-27,A002,Withdrawal,-3800
T000902,2023-08-12,A003,Withdrawal,9809
T000903,2022-01-21,A001,Deposit,6313
T000904,2022-11-06,A002,Withdrawal,-2036
T000905,2023-12-06,A001,Deposit,9991
T000906,2021-12-30,A001,Deposit,9947
T000907,2021-10-27,A001,Withdrawal,-221
T000908,2021-05-01,A003,Deposit,9335
T000909,2023-01-07,A003,Withdrawal,7153
T000910,2023-11-24,A004,Withdrawal,4524
T000911,2022-10-13,A001,Withdrawal,2200
T000912,2023-02-03,A001,Withdrawal,4840
T000913,2021-01-01,A004,Deposit,7887
T000914,2022-12-30,A004,Deposit,5195
T000915,2022-11-04,A001,Withdrawal,8130
T000916,2021-11-18,A002,Deposit,-2674
T000917,2022-10-29,A001,Withdrawal,4540
T000918,2021-07-22,A003,Deposit,9591
T000919,2021-11-08,A002,Withdrawal,1574
T000920,2023-05-17,A004,Deposit,308
T000921,2024-03-11,A001,Deposit,5256
T000922,2022-12-07,A004,Withdrawal,8766
T000923,2023-04-05,A004,Withdrawal,-1359
T000924,2021-01-25,A002,Deposit,6841
T000925,2021-05-17,A001,Deposit,-4834
T000926,2023-02-19,A001,Withdrawal,4319
T000927,2023-11-06,A004,Deposit,-3313
T000928,2022-11-05,A003,Withdrawal,-1202
T000929,2021-07-15,A004,Deposit,987
T000930,2021-04-27,A002,Deposit,-362
T000931,2023-06-16,A002,Deposit,8046
T000932,2022-09-27,A002,Deposit,9524
T000933,2022-09-12,A004,Deposit,-4901
T000934,2022-08-04,A003,Deposit,1084
T000935,2023-11-21,A004,Deposit,-1464
T000936,2022-04-05,A004,Deposit,7777
T000937,2023-10-16,A001,Withdrawal,3175
T000938,2022-03-30,A002,Deposit,8402
T000939,2022-01-13,A002,Deposit,2241
T000940,2021-08-07,A001,Withdrawal,553
T000941,2022-07-01,A004,Deposit,1491
T000942,2022-08-21,A001,Withdrawal,-510
T000943,2023-05-26,A003,Deposit,6802
T000944,2021-02-13,A002,Deposit,6441
T000945,2023-12-31,A002,Withdrawal,-4791
T000946,2021-07-08,A001,Deposit,-4320
T000947,2023-11-19,A003,Deposit,5547
T000948,2022-01-15,A004,Withdrawal,548
T000949,2021-02-18,A002,Deposit,1511
T000950,2022-10-20,A002,Withdrawal,6378
T000951,2021-06-15,A002,Deposit,1866
T000952,2023-02-18,A004,Withdrawal,6584
T000953,2024-02-14,A003,Withdrawal,1460
T000954,2021-06-01,A002,Withdrawal,5659
T000955,2022-03-11,A001,Withdrawal,-4444
T000956,2022-08-07,A003,Deposit,-507
T000957,2023-09-09,A004,Withdrawal,-348
T000958,2022-09-13,A001,Deposit,5786
T000959,2022-08-30,A003,Withdrawal,4197
T000960,2022-07-27,A003,Withdrawal,-2660
T000961,2023-11-18,A004,Deposit,6102
T000962,2022-07-17,A003,Withdrawal,4483
T000963,2022-06-06,A003,Withdrawal,-127
T000964,2021-10-29,A004,Deposit,-816
T000965,2021-08-28,A003,Deposit,3350
T000966,2022-01-04,A002,Withdrawal,-1530
T000967,2023-05-28,A001,Deposit,-3958
T000968,2022-07-17,A004,Withdrawal,8812
T000969,2023-07-24,A004,Deposit,1601
T000970,2022-03-21,A002,Deposit,-4213
T000971,2021-07-14,A002,Deposit,6074
T000972,2022-05-26,A003,Withdrawal,1008
T000973,2022-04-16,A001,Deposit,6216
T000974,2023-08-01,A002,Deposit,1310
T000975,2021-11-11,A002,Withdrawal,9125
T000976,2022-08-07,A003,Deposit,-3698
T000977,2022-07-01,A004,Withdrawal,5004
T000978,2022-07-19,A002,Withdrawal,-4948
T000979,2022-10-14,A003,Deposit,3800
T000980,2021-02-18,A003,Deposit,6985
T000981,2021-09-03,A001,Deposit,3536
T000982,2023-04-26,A001,Deposit,6756
T000983,2021-08-27,A004,Deposit,95
T000984,2022-02-06,A002,Deposit,-109
T000985,2023-07-21,A001,Deposit,8036
T000986,2022-09-09,A001,Deposit,2957
T000987,2021-09-11,A003,Deposit,8758
T000988,2023-03-19,A002,Withdrawal,4828
T000989,2024-03-10,A002,Deposit,8592
T000990,2021-08-04,A002,Withdrawal,-4860
T000991,2021-09-04,A003,Deposit,6450
T000992,2022-10-22,A001,Deposit,4998
T000993,2022-12-22,A003,Deposit,4462
T000994,2023-09-27,A004,Withdrawal,4794
T000995,2021-09-06,A004,Withdrawal,-731
T000996,2021-08-12,A004,Deposit,3746
T000997,2022-07-01,A002,Withdrawal,1861
T000998,2023-07-12,A001,Withdrawal,717
T000999,2022-08-16,A002,Deposit,5892
T001000,2023-12-16,A003,Withdrawal,-4936
T001001,2021-09-29,A001,Deposit,-4922
T001002,2022-12-05,A004,Withdrawal,900
T001003,2022-03-26,A002,Deposit,9901
T001004,2023-08-28,A003,Deposit,4747
T001005,2021-10-06,A004,Withdrawal,-1362
T001006,2022-11-10,A002,Deposit,-3184
T001007,2023-11-08,A003,Deposit,3346
T001008,2021-09-01,A001,Deposit,-555
T001009,2022-11-15,A001,Withdrawal,4770
T001010,2021-02-02,A002,Deposit,1015
T001011,2022-07-05,A004,Deposit,1122
T001012,2023-11-15,A002,Deposit,-1044
T001013,2021-05-05,A002,Deposit,-4229
T001014,2022-08-09,A003,Deposit,9703
T001015,2022-05-15,A002,Withdrawal,-809
T001016,2022-05-24,A004,Withdrawal,6750
T001017,2023-10-21,A001,Deposit,-219
T001018,2023-12-28,A003,Withdrawal,8788
T001019,2021-11-04,A001,Deposit,-2302
T001020,2024-01-17,A002,Deposit,4270
T001021,2021-07-09,A001,Withdrawal,1286
T001022,2021-07-27,A001,Withdrawal,-3617
T001023,2022-09-23,A003,Deposit,3569
T001024,2022-05-25,A003,Deposit,-2838
T001025,2021-07-28,A004,Withdrawal,-784
T001026,2022-12-05,A003,Withdrawal,-366
T001027,2023-07-12,A002,Deposit,-4048
T001028,2022-05-09,A001,Deposit,-2913
T001029,2021-02-21,A004,Withdrawal,8676
T001030,2023-01-05,A004,Deposit,-3645
T001031,2023-02-08,A001,Withdrawal,-2461
T001032,2022-04-28,A003,Withdrawal,-4409
T001033,2022-11-08,A004,Withdrawal,-3437
T001034,2021-03-15,A004,Deposit,-4120
T001035,2024-03-15,A002,Deposit,-4128
T001036,2022-09-22,A002,Withdrawal,7104
T001037,2022-10-31,A002,Withdrawal,-3324
T001038,2024-03-06,A001,Deposit,6521
T001039,2022-04-30,A003,Withdrawal,-500
T001040,2021-04-06,A002,Withdrawal,5911
T001041,2021-10-23,A004,Deposit,-274
T001042,2022-12-26,A002,Deposit,2449
T001043,2022-11-04,A004,Deposit,8277
T001044,2021-08-30,A003,Withdrawal,7658
T001045,2022-02-19,A001,Deposit,1167
T001046,2021-02-04,A003,Deposit,1597
T001047,2023-01-24,A002,Deposit,-2815
T001048,2022-03-13,A002,Withdrawal,-3256
T001049,2021-05-08,A004,Deposit,-2521
T001050,2023-06-19,A003,Withdrawal,2163
T001051,2022-01-11,A002,Deposit,4088
T001052,2021-04-07,A003,Withdrawal,2744
T001053,2021-10-12,A003,Deposit,-363
T001054,2022-08-24,A003,Deposit,318
T001055,2024-01-11,A002,Withdrawal,3250
T001056,2023-05-12,A004,Withdrawal,927
T001057,2024-01-17,A004,Withdrawal,8556
T001058,2022-10-25,A003,Withdrawal,2610
T001059,2024-01-14,A004,Withdrawal,2124
T001060,2021-06-18,A004,Withdrawal,9042
T001061,2023-12-25,A002,Withdrawal,-2954
T001062,2023-01-05,A003,Deposit,8637
T001063,2022-02-13,A002,Deposit,6062
T001064,2021-04-15,A002,Deposit,-4200
T001065,2021-12-13,A004,Withdrawal,2296
T001066,2022-12-01,A002,Deposit,1172
T001067,2022-07-11,A003,Withdrawal,1813
T001068,2023-06-04,A001,Withdrawal,-4441
T001069,2021-08-03,A003,Deposit,7920
T001070,2021-11-24,A001,Deposit,8829
T001071,2022-03-14,A001,Withdrawal,-313
T001072,2021-05-09,A004,Withdrawal,1759
T001073,2023-07-21,A003,Deposit,7186
T001074,2021-09-02,A004,Deposit,1259
T001075,2024-01-15,A002,Deposit,-4995
T001076,2021-06-22,A002,Withdrawal,7113
T001077,2021-08-24,A004,Withdrawal,277
T001078,2021-10-24,A003,Withdrawal,6935
T001079,2021-12-30,A002,Withdrawal,6362
T001080,2023-01-26,A002,Deposit,-3605
T001081,2021-02-02,A003,Withdrawal,8452
T001082,2023-03-29,A004,Deposit,6869
T001083,2022-10-24,A003,Deposit,-901
T001084,2021-08-09,A003,Withdrawal,6629
T001085,2024-03-01,A001,Deposit,9769
T001086,2023-05-23,A003,Withdrawal,4155
T001087,2022-05-31,A003,Withdrawal,-2028
T001088,2021-03-06,A002,Withdrawal,-2669
T001089,2022-01-12,A004,Deposit,-471
T001090,2022-05-27,A004,Withdrawal,1753
T001091,2023-11-20,A003,Withdrawal,6943
T001092,2021-05-07,A003,Deposit,3069
T001093,2021-02-15,A004,Deposit,-4247
T001094,2021-07-09,A004,Withdrawal,2160
T001095,2021-01-16,A001,Withdrawal,6590
T001096,2022-10-19,A004,Deposit,-1803
T001097,2023-12-11,A002,Withdrawal,8264
T001098,2024-03-07,A004,Deposit,-2112
T001099,2022-03-30,A002,Withdrawal,-1264
T001100,2022-07-26,A001,Withdrawal,-4127
T001101,2022-12-01,A002,Deposit,3329
T001102,2021-08-13,A004,Deposit,3495
T001103,2021-06-04,A004,Deposit,6642
T001104,2022-04-25,A004,Withdrawal,419
T001105,2022-09-19,A003,Deposit,8005
T001106,2021-08-22,A004,Withdrawal,3549
T001107,2024-01-04,A002,Withdrawal,9544
T001108,2023-07-30,A001,Withdrawal,3723
T001109,2023-09-18,A002,Withdrawal,-2423
T001110,2021-03-19,A001,Withdrawal,-768
T001111,2021-03-21,A001,Withdrawal,9774
T001112,2022-01-24,A004,Withdrawal,9612
T001113,2021-08-02,A003,Withdrawal,335
T001114,2021-03-25,A003,Withdrawal,-4657
T001115,2021-03-06,A004,Withdrawal,9982
T001116,2023-08-31,A004,Withdrawal,-3203
T001117,2022-10-03,A001,Withdrawal,7545
T001118,2023-06-02,A001,Withdrawal,5040
T001119,2023-01-17,A003,Withdrawal,-2356
T001120,2023-07-31,A004,Withdrawal,2996
T001121,2022-08-03,A003,Withdrawal,5337
T001122,2024-02-21,A001,Withdrawal,1016
T001123,2023-04-21,A004,Deposit,3106
T001124,2021-03-25,A002,Deposit,2024
T001125,2021-11-03,A003,Deposit,8322
T001126,2022-12-11,A001,Withdrawal,464
T001127,2024-04-01,A003,Withdrawal,6700
T001128,2023-08-22,A003,Withdrawal,8622
T001129,2022-04-21,A002,Withdrawal,-3794
T001130,2022-12-24,A004,Deposit,5870
T001131,2023-04-16,A001,Deposit,9403
T001132,2021-07-14,A002,Withdrawal,-1384
T001133,2021-11-29,A003,Withdrawal,5105
T001134,2022-03-14,A002,Deposit,1418
T001135,2023-06-24,A004,Withdrawal,-4677
T001136,2023-04-09,A002,Withdrawal,-3904
T001137,2022-11-11,A001,Deposit,6953
T001138,2022-02-22,A001,Withdrawal,9118
T001139,2023-04-12,A002,Deposit,2092
T001140,2023-04-10,A003,Withdrawal,7916
T001141,2022-11-25,A004,Deposit,7354
T001142,2021-11-10,A001,Withdrawal,-4263
T001143,2023-07-27,A004,Withdrawal,5217
T001144,2021-05-14,A004,Deposit,9398
T001145,2021-04-05,A002,Withdrawal,8494
T001146,2023-12-09,A001,Deposit,9017
T001147,2023-12-18,A003,Deposit,7759
T001148,2021-05-26,A002,Withdrawal,-666
T001149,2023-12-09,A001,Deposit,-2948
T001150,2023-12-05,A001,Withdrawal,1773
T001151,2021-07-24,A001,Deposit,-3618
T001152,2022-12-04,A001,Withdrawal,9501
T001153,2022-06-30,A001,Withdrawal,384
T001154,2022-04-22,A004,Deposit,-2626
T001155,2022-07-12,A004,Withdrawal,-4786
T001156,2022-03-01,A002,Deposit,767
T001157,2023-10-13,A002,Deposit,8978
T001158,2024-01-16,A002,Deposit,7848
T001159,2023-12-09,A003,Deposit,4812
T001160,2024-04-05,A001,Withdrawal,1054
T001161,2023-02-14,A004,Withdrawal,4275
